nproyecto,nrecurso
Abeona Therapeutics Inc.,36287-34715-HF
"Safe Bulkers, Inc",33685-28233-DO
Entercom Communications Corporation,34427-80802-KN
BLDRS Asia 50 ADR Index Fund,83406-55486-LK
Mantos de la Luna,1068-23836-MI
Walter Investment Management Corp.,11290-61850-GE
"Shutterstock, Inc.",52881-82973-BJ
"Safe Bulkers, Inc",2611-3246-NG
"Vectrus, Inc.",19385-82093-AJ
Intracampos,29511-32952-MN
Novelion Therapeutics Inc.,52215-90963-JD
Elkhorn Commodity Rotation Strategy ETF,2293-10939-DN
Forum Merger Corporation,1935-65682-IL
"Aspen Technology, Inc.",92749-43026-BG
Nuveen AMT-Free Municipal Value Fund,98161-46334-JL
"Pinnacle Financial Partners, Inc.",48238-74441-NK
"Mid-America Apartment Communities, Inc.",7396-80687-GK
Galectin Therapeutics Inc.,31327-62436-FG
"Cogentix Medical, Inc.",24164-27572-BF
"Waste Management, Inc.",78082-4680-FK
"Meridian Waste Solutions, Inc",96749-63857-JO
Schwager,22096-9816-AE
Silicon Motion Technology Corporation,46858-46602-BJ
Las Cenizas,9690-71077-NB
CMP - Algarrobo,96415-12979-DK
CoreSite Realty Corporation,4482-90530-OM
Peckett,93381-60445-IA
SQM - María Elena,6684-55783-DJ
"FairPoint Communications, Inc.",23089-62116-DM
"Hawkins, Inc.",43554-41682-FD
Flor de Los Andes,98898-88465-FL
Nuveen Michigan Quality Municipal Income Fund,74555-7557-JA
"The Travelers Companies, Inc.",59481-17423-DG
Caserones,41148-99644-NF
Radomiro Tomic,52815-71131-LO
Choquelimpie,62654-99912-HI
Independence Holding Company,72601-12798-BI
Pupunahue,57419-14597-HO
Marine Petroleum Trust,54082-25486-JA
"First Financial Bankshares, Inc.",58490-29388-BO
Dos Amigos,73973-45133-HF
"Sierra Oncology, Inc.",31949-99052-DF
"Universal Stainless & Alloy Products, Inc.",5077-87269-FA
"Apple Hospitality REIT, Inc.",4107-17683-AE
Envision Healthcare Corporation,45760-84407-HB
Isla Riesco,65891-21432-OD
Kite Realty Group Trust,81498-13737-NL
Inseego Corp.,15773-43001-OK
Vina Concha Y Toro,52598-7874-IH
China Cord Blood Corporation,1048-1576-JF
"Argos Therapeutics, Inc.",56348-90944-BB
Jazz Pharmaceuticals plc,65662-54822-OH
Brookfield Global Listed Infrastructure Income Fund,1752-16027-IH
"Avon Products, Inc.",95297-81760-LN
CMP - Cerro Negro Norte,74819-3605-AK
Cowen Inc.,20124-29706-DL
Peabody Energy Corporation,43773-38360-HO
Talcuna,72493-29886-KH
CVS Health Corporation,81142-59386-ME
DRDGOLD Limited,77610-37-OB
Nuveen Connecticut Quality Municipal Income Fund,98968-29143-IJ
"Cogentix Medical, Inc.",26953-83996-KE
"Meridian Waste Solutions, Inc",16279-75937-JI
Entercom Communications Corporation,41657-1608-NH
Microsemi Corporation,59350-46142-KJ
"International Seaways, Inc.",13773-15136-HB
Novelion Therapeutics Inc.,6375-82595-HF
Las Luces,51409-92765-GJ
Inacesa - El Jilguero,23428-92029-HH
Schwager,33153-36329-LH
Cowen Inc.,86908-27228-HH
Peapack-Gladstone Financial Corporation,93213-15506-GL
Pirquitas,38022-22792-DB
SQM Salar,44625-48291-GA
"Diamond Hill Investment Group, Inc.",76442-80743-HL
Carola,29354-32901-NI
Novelion Therapeutics Inc.,14477-18964-OD
"MasTec, Inc.",54619-8930-BG
Dos Amigos,66478-4933-NG
Credit Acceptance Corporation,11971-59896-HD
iShares 20+ Year Treasury Bond ETF,1835-67176-LI
Las Piedras,22979-99943-MO
West Corporation,64281-27871-MK
Cerro Blanco,11310-16373-BK
Walter Investment Management Corp.,18961-97544-KD
Andina,85856-95158-MB
Cowen Inc.,34083-71049-OO
Coirón,29318-34865-EA
"China Lodging Group, Limited",97840-52918-NK
Toll Brothers Inc.,39566-265-HG
La Pepa,89847-59126-NN
La Coipa,64717-47777-FJ
"National American University Holdings, Inc.",91562-88497-KE
Randgold Resources Limited,46699-75218-ED
Yahoo! Inc.,7348-34541-HB
Navío,56369-8332-AD
Data Processing,43464-51033-BM
Crawford & Company,17958-3267-NG
"Mid-America Apartment Communities, Inc.",78878-44469-KG
Algorta,55137-97703-DO
Celite - Tilviche,32804-53679-BJ
Cóndor,55181-77178-LN
"Aspen Technology, Inc.",85111-17851-BO
CMP - Los Colorados,10079-12244-DF
Carola,37963-84566-IB
"Aspen Technology, Inc.",56713-62803-AE
Cohen & Steers Reit and Preferred Income Fund Inc,13253-98183-EB
Las Luces,35476-37213-FG
AmerisourceBergen Corporation (Holding Co),17793-70475-NF
Carola,53776-85965-NG
Quiborax - Ascotán,8700-73071-MD
SAP SE,44537-85767-BE
Michilla,67320-53793-FJ
Randgold Resources Limited,12932-10634-HK
"Diamond Hill Investment Group, Inc.",71811-42782-MH
Anheuser-Busch Inbev SA,98474-86225-KD
ACF - Lagunas,44298-24138-KN
Gabriela Mistral,89437-87142-BI
Los Bronces,51263-79843-MB
Yahoo! Inc.,78735-70827-GK
Mackinac Financial Corporation,34737-17127-ED
Johnson & Johnson,9845-640-DE
Chuquicamata,17239-76609-DK
Las Luces,53449-57915-JH
Pupunahue,53278-21490-GA
Manantial,9060-87138-MA
Cosayach - Soledad,59508-17546-HD
"FSB Bancorp, Inc.",36098-1854-HO
"PrivateBancorp, Inc.",65658-26378-JJ
"Entergy Louisiana, Inc.",90919-23833-FK
"Kayne Anderson Energy Total Return Fund, Inc.",72208-78137-JA
Drive Shack Inc.,2643-70235-DL
"Enanta Pharmaceuticals, Inc.",63620-41909-BG
La Marcelina,1057-91112-EK
SQM - Pedro de Valdivia,53670-64221-IK
Western Asset Bond Fund,51912-87752-LL
Peabody Energy Corporation,20204-52986-HD
"Kayne Anderson Energy Total Return Fund, Inc.",3939-1660-JN
STMicroelectronics N.V.,40940-96018-OM
Andes Travertine,69099-63486-KE
Gladstone Commercial Corporation,73402-78680-HF
"Appliance Recycling Centers of America, Inc.",37170-9166-BI
"Ellie Mae, Inc.",44872-57274-HI
"XO Group, Inc.",90758-65896-BD
Pucobre,94831-48106-HL
Maganeso III de Atacama,85636-96241-EL
Kamada Ltd.,49854-87732-AK
"Littelfuse, Inc.",25186-47478-JI
Altamira,50645-69919-DM
Flor de Los Andes,15202-82862-AM
"Arista Networks, Inc.",12290-64424-OE
The Community Financial Corporation,91571-60062-AN
"Ocular Therapeutix, Inc.",88995-64668-IA
Andacollo Oro,98793-88683-BG
L.B. Foster Company,17638-67276-NH
San José,89603-37807-HG
PowerShares Golden Dragon China Portfolio,1191-90674-GL
Quiborax,40743-10883-DB
Data Processing,24220-26144-DM
El Teniente,4712-29423-JH
"Pinnacle Financial Partners, Inc.",51697-44766-EA
Las Cenizas,59610-12584-DD
"CatchMark Timber Trust, Inc.",51819-80058-KF
Ojos del Salado,77898-10604-IG
Arlington Asset Investment Corp,16073-21902-BH
SAP SE,9310-48628-FL
Coirón,81341-44442-OF
Radomiro Tomic,50894-3795-JE
"Texas Capital Bancshares, Inc.",36513-64327-AE
CMP - El Laco,68565-94447-LJ
"Safe Bulkers, Inc",2986-52250-EF
NVIDIA Corporation,45793-56992-IK
"Safe Bulkers, Inc",23329-59331-OA
Cohen & Steers Reit and Preferred Income Fund Inc,33410-42093-IJ
Cohen & Steers Reit and Preferred Income Fund Inc,30056-17350-BH
Imax Corporation,84813-42647-FD
Peckett,34690-82250-MB
Eagle Bulk Shipping Inc.,92474-66064-NN
Cosayach - Soledad,67192-44140-DF
Antucoya,54701-95462-GL
"TC PipeLines, LP",65484-58677-LJ
AGCO Corporation,45370-75523-OG
Alhué,30961-40858-OB
Costamare Inc.,26712-50179-OE
PrimeEnergy Corporation,78396-28833-JO
Inacesa - El Jilguero,44024-84022-IE
Esperanza,39079-20547-AH
"Destination XL Group, Inc.",51790-65795-GE
"Everspin Technologies, Inc.",57835-44880-DE
"Sportsman's Warehouse Holdings, Inc.",79292-20475-GB
"Sarepta Therapeutics, Inc.",87639-50832-IN
El Toqui,74825-32334-BM
Tres Valles,87544-22859-BI
Cerro Bayo,86066-53347-FF
E*TRADE Financial Corporation,69645-89889-LL
III de Atacama Kozan,36234-19203-FN
La Pepa,24158-67672-NI
Colico Sur,61130-72137-KO
"Dupont Fabros Technology, Inc.",5441-9583-FB
Manto Verde,78884-56156-FK
Silvercrest Asset Management Group Inc.,37715-61674-AA
United Insurance Holdings Corp.,78230-5797-EG
"Cyclacel Pharmaceuticals, Inc.",50340-35367-JB
Algorta,51430-61935-AI
Punta de Lobos - Kanita,28642-76395-NG
Los Pelambres,27689-72567-DG
"Shutterstock, Inc.",87951-56043-GN
Entegra Financial Corp.,81531-68569-NM
CMP - Los Colorados,44611-34469-FA
"Cyclacel Pharmaceuticals, Inc.",38745-62800-KH
Sierra Miranda,50150-12462-HG
El Salvador,59767-23938-JE
Zaldívar,64372-18798-IO
Cosayach - Cala Cala,91730-79426-DB
"Midland States Bancorp, Inc.",97475-36107-AF
BRF S.A.,64269-40017-NM
"Everspin Technologies, Inc.",4499-73289-OM
BLDRS Developed Markets 100 ADR Index Fund,86519-31611-HH
China Cord Blood Corporation,21928-79089-JK
Tres Valles,17381-45899-LF
Dollar General Corporation,73581-89273-OI
American Homes 4 Rent,88293-52542-NL
"Ellie Mae, Inc.",59600-64091-JH
Montecristo,80705-74676-LH
"MasTec, Inc.",16515-59243-NI
Quiborax - Ascotán,29976-37465-IH
El Abra,38116-72701-HF
Array BioPharma Inc.,51834-24227-NE
Cohen & Steers Reit and Preferred Income Fund Inc,5458-21013-DH
ENGlobal Corporation,99960-60394-GD
Elenita,41367-98144-NE
Radomiro Tomic,20647-69613-FH
Microsemi Corporation,92860-70226-OJ
CMP - Romeral,25275-20504-JH
Global Partner Acquisition Corp.,2241-19669-KO
Orbotech Ltd.,53724-36122-MJ
First Trust International Multi-Asset Diversified Income Index,45573-95932-JN
First Trust South Korea AlphaDEX Fund,65074-9664-HE
"Midland States Bancorp, Inc.",9928-48956-MN
First Trust South Korea AlphaDEX Fund,627-72034-IG
El Morro,88772-82934-NE
Tres Valles,14061-64720-BN
Dollar General Corporation,6373-70087-BL
Drive Shack Inc.,93791-83240-HJ
Nuveen Energy MLP Total Return Fund,80360-65941-FE
Diana Shipping inc.,65927-69316-DN
Western Asset Bond Fund,32881-41955-EB
El Guindo,37913-38544-OH
"Taiwan Fund, Inc. (The)",12436-70553-KE
Cowen Inc.,76268-80945-IL
TICC Capital Corp.,4357-62530-NK
"Delcath Systems, Inc.",5713-97437-OJ
Quiborax,37704-46677-OE
iShares MSCI EM ESG Optimized ETF,62213-81405-NF
Romeral,50931-6739-II
Aircastle Limited,99845-58699-BJ
Forum Merger Corporation,42478-49124-AN
"Shutterstock, Inc.",93953-82782-DB
Forum Merger Corporation,83283-93109-OL
Quiborax,6127-42377-BN
Zion Oil & Gas Inc,49311-76356-NN
El Abra,7095-36191-ME
L.B. Foster Company,90868-18488-LL
Fair Isaac Corporation,81871-20219-GL
Alliance National Municipal Income Fund Inc,13439-76584-BI
Peapack-Gladstone Financial Corporation,58606-60079-MF
Clifton Bancorp Inc.,55323-42065-DI
Entegra Financial Corp.,83990-6923-MO
Abeona Therapeutics Inc.,11539-58111-OJ
L.B. Foster Company,54742-21401-DK
"RiverNorth Opportunities Fund, Inc.",97338-31771-AL
Forum Merger Corporation,63809-44082-OB
Gladstone Commercial Corporation,61635-66510-BG
"German American Bancorp, Inc.",84159-43996-GK
Apollo Senior Floating Rate Fund Inc.,9259-38806-AG
Can Can,52493-79024-GJ
Andacollo Oro,61434-62529-BG
Cordillera - Tenardita,65617-71195-AE
La Perla,50526-31654-FF
La Picarda,42677-98248-FO
Entegra Financial Corp.,44451-48261-HB
Tres Valles,78264-43001-OM
Garrison Capital Inc.,44129-39252-ON
The Community Financial Corporation,23533-25384-MB
"Cleveland BioLabs, Inc.",6474-21852-BE
United Insurance Holdings Corp.,46267-43834-LD
Terreno Realty Corporation,87620-89448-HJ
Bright Scholar Education Holdings Limited,1944-7535-GO
Yelp Inc.,56250-67092-MI
Celite - Carol,99285-71398-MG
Esperanza,15957-37860-GM
"Chegg, Inc.",79367-34965-IE
Zion Oil & Gas Inc,30762-38914-FH
DRDGOLD Limited,85834-81482-LM
Lomas Bayas,99050-85831-MB
Mantos de la Luna,74972-39603-EA
Kamada Ltd.,48871-51655-MH
"Gray Television, Inc.",92868-98666-BA
United States Cellular Corporation,40575-28667-MB
Applied DNA Sciences Inc,13167-18724-DL
EPR Properties,83099-69985-IB
III de Atacama Kozan,55066-89137-HM
"PrivateBancorp, Inc.",11270-2133-FH
L.B. Foster Company,13928-22629-FB
"Rush Enterprises, Inc.",19384-33754-BH
"Ellie Mae, Inc.",51541-19120-BI
Dorado,32926-46394-JE
Don Alberto,90629-73282-KM
3M Company,58956-94363-LK
Regal Entertainment Group,57116-66541-FJ
Radomiro Tomic,7167-17071-MN
"Rush Enterprises, Inc.",69197-15993-GO
Johnson & Johnson,64620-8221-FJ
San Gerónimo,23374-78536-DO
Cummins Inc.,42463-43806-OE
Crawford & Company,87810-14844-DB
"Recon Technology, Ltd.",16533-76720-MH
Mantos de la Luna,2717-86542-HF
Caserones,34741-49101-BF
"Under Armour, Inc.",66675-71715-BK
iPath US Treasury Long Bond Bear ETN,70268-12922-OM
Punta de Lobos - Kanita,15570-78902-OG
Georgia Power Company,50106-9615-BH
Linderos,28103-76944-KH
"China Lodging Group, Limited",38574-49187-FK
Microsemi Corporation,26830-23675-MH
"Zynerba Pharmaceuticals, Inc.",20401-71518-OF
SL Green Realty Corporation,49632-29899-JF
Kite Realty Group Trust,80831-10898-OB
Global Partner Acquisition Corp.,74126-66371-JI
AdvisorShares Market Adaptive Unconstrained Income ETF,42079-71220-AD
Manto Verde,55822-89358-FA
PowerShares Nasdaq Internet Portfolio,81471-5055-BO
"MasTec, Inc.",19569-87726-DE
"Forterra, Inc.",92895-2948-LN
First Trust Nasdaq Retail ETF,98385-48796-EA
TICC Capital Corp.,45400-95000-LA
Bright Scholar Education Holdings Limited,2998-55564-NM
R.R. Donnelley & Sons Company,593-44993-FL
Yahoo! Inc.,74908-74287-MA
El Morro,37161-43605-KO
"Fiserv, Inc.",69118-76960-JL
Mackinac Financial Corporation,68053-97395-FD
"FSB Bancorp, Inc.",99171-9954-BB
Romeral,13895-63098-IK
Julia,66909-90749-AB
"Dupont Fabros Technology, Inc.",69323-85816-OK
Crawford & Company,98529-94758-LO
ENGlobal Corporation,44524-25058-NJ
Mantos de la Luna,76798-23292-AB
Fertón,19624-68429-AD
"PrivateBancorp, Inc.",96918-96647-KH
BLDRS Asia 50 ADR Index Fund,28734-47339-DN
West Corporation,24125-69062-GB
Northrop Grumman Corporation,12463-74756-OK
Arlington Asset Investment Corp,99149-71402-MD
Isla Riesco,50267-53121-IG
"Cleveland BioLabs, Inc.",17945-88406-BA
DRDGOLD Limited,98660-42691-BE
"Under Armour, Inc.",38311-99894-BK
Nuveen Municipal High Income Opportunity Fund,62899-24509-ED
Franke,4718-65867-EH
Inacesa - El Way,71102-84728-BI
El Morro,67733-75649-AF
Choquelimpie,62908-6746-MH
"Edge Therapeutics, Inc.",8888-17823-GI
The Community Financial Corporation,67941-60681-KO
China Cord Blood Corporation,35988-7921-JJ
DRDGOLD Limited,15977-36241-IN
Tranquilo,43122-15728-NK
"FTI Consulting, Inc.",44981-38533-LD
Gilat Satellite Networks Ltd.,69212-72010-KG
DRDGOLD Limited,55572-53797-FB
GlaxoSmithKline PLC,11404-18024-ED
"Sarepta Therapeutics, Inc.",76212-12222-MF
"FSB Bancorp, Inc.",92834-37077-OB
"National American University Holdings, Inc.",81610-57037-NE
La Coipa,69321-62174-ND
Bed Bath & Beyond Inc.,89017-73317-OG
El Toqui,74004-40384-EK
Johnson & Johnson,83533-17169-KN
SQM - Mapocho,28751-86225-FK
Faride,58071-52208-GH
III de Atacama Minerals - Aguas Blancas,7723-90720-OI
TICC Capital Corp.,69141-6090-OI
El Tofo,70249-38591-EJ
Intracampos,7861-64489-HD
Tres Valles,13031-52833-NE
Regal Entertainment Group,84650-95169-LJ
Delta,69134-80125-LH
Peckett,43575-68189-LL
"Aspen Technology, Inc.",25089-20410-MG
El Toqui,22461-25450-BL
iShares MSCI EM ESG Optimized ETF,77677-65774-KA
Gabriela Mistral,75385-1995-LD
"Chegg, Inc.",28274-75799-JO
First Trust Emerging Markets Small Cap AlphaDEX Fund,56403-12644-EE
"PDF Solutions, Inc.",7061-11023-MM
"Nustar GP Holdings, LLC",18039-81824-HE
"First Financial Bankshares, Inc.",19200-48962-HB
Carola,12991-66457-OI
Del Fierro,90637-36454-DB
Cerro Blanco,33604-85591-IK
Franke,77527-27837-KK
"German American Bancorp, Inc.",94797-74575-NB
Eagle Bulk Shipping Inc.,2934-15900-EG
Coirón,93676-51807-DB
Park-Ohio Holdings Corp.,70749-61958-HD
"Recon Technology, Ltd.",72218-3486-MK
Iván,3708-51080-GJ
Montecristo,19152-47841-KD
Cummins Inc.,51771-80123-AH
AGCO Corporation,15164-97027-OO
SQM Salar,85414-32543-EI
Haldeman - Sagasca,47191-15568-LI
"Nustar GP Holdings, LLC",44238-3344-OI
"ILG, Inc",99564-43306-DL
Container Store (The),34133-73251-KM
Marte Lobo,70015-90765-LM
Linderos,15042-65150-KF
Cordillera - Tenardita,38970-67822-GF
San Gerónimo,9342-20465-BG
"Biocept, Inc.",23910-58606-GM
La Coipa,16896-5633-AA
PowerShares KBW High Dividend Yield Financial Portfolio,31626-77108-EK
"Western New England Bancorp, Inc.",66681-53911-ND
Celite - Carol,96862-40952-LJ
"Commerce Bancshares, Inc.",3083-47182-NJ
"Rush Enterprises, Inc.",92156-13211-AE
Las Arenitas,96020-37281-BB
Quiborax,9640-80669-JF
"Littelfuse, Inc.",45301-5241-KN
"FSB Bancorp, Inc.",76701-8930-NN
Navío,98577-612-BL
Tres Valles,90263-14946-LM
"Argos Therapeutics, Inc.",1905-18221-JK
"First Hawaiian, Inc.",44446-31481-MH
"SeaChange International, Inc.",9318-58427-OO
"CatchMark Timber Trust, Inc.",19595-17583-NH
PowerShares Golden Dragon China Portfolio,95669-48059-EM
Quiborax - Ascotán,45866-66756-NE
"SeaChange International, Inc.",43699-46069-MH
"Avon Products, Inc.",24478-2451-NJ
Natl Westminster Pfd,35631-66071-HE
AbbVie Inc.,98348-3410-JD
El Abra,51361-54213-OE
Altamira,2241-5253-LF
Los Pelambres,80023-68097-BL
Silvercrest Asset Management Group Inc.,98595-48855-AK
Unisys Corporation,29746-47101-FG
Data Processing,5804-50964-EH
"Under Armour, Inc.",37804-44585-HM
Unisys Corporation,76953-39705-NL
Trongol,31742-3716-OG
Tata Motors Ltd,60419-16793-MM
Walter Investment Management Corp.,58949-34933-BD
"Investors Bancorp, Inc.",55506-93901-JE
Credit Acceptance Corporation,67830-77768-DE
Cerro Colorado,70045-98822-IB
Novelion Therapeutics Inc.,39462-56107-OL
Dorado,25616-91210-ND
Galectin Therapeutics Inc.,3766-5360-DO
Cerro Bayo,9147-12886-LN
Patriot National Bancorp Inc.,30266-91675-FD
Bronce de Petorca,55560-33894-HH
Drive Shack Inc.,75816-16353-DN
Cerro Bayo,76900-62477-FL
Pirquitas,52678-94759-DB
Cosayach - Soledad,61624-77739-OA
Refugio,66318-85726-DL
Costamare Inc.,97354-21849-GM
BlackRock Municipal Target Term Trust Inc. (The),1021-7552-LM
CMP - Los Colorados,9257-68093-BN
Ojos del Salado,19827-99829-OE
Cosayach - Negreiros,1266-8494-BN
3M Company,96222-37320-EE
Gilat Satellite Networks Ltd.,18789-77918-AG
"Commerce Bancshares, Inc.",62572-15879-HA
CVS Health Corporation,88397-27653-IF
"Shutterstock, Inc.",76942-32549-IN
Vanguard Russell 3000 ETF,92926-6350-NN
Novelion Therapeutics Inc.,34916-7036-LG
La Productora,51941-79078-GI
Arenal,77576-57730-HB
Ojos del Salado,41942-48829-AI
Los Bronces,50540-22674-DE
Guanaco,83466-61663-MJ
Nuveen Energy MLP Total Return Fund,6510-90921-MG
Texas Pacific Land Trust,28300-79864-JF
"FSB Bancorp, Inc.",88629-72465-LL
"Sportsman's Warehouse Holdings, Inc.",22464-93626-AO
Andacollo Oro,29658-97131-IB
BlackRock Municipal Target Term Trust Inc. (The),41018-3902-FB
CMP - Boquerón Chañar,33248-12531-GD
CMP - El Laco,94869-889-MH
Independence Holding Company,83741-36454-JB
DRDGOLD Limited,29899-84418-OF
"Safe Bulkers, Inc",6860-62019-MA
Entegra Financial Corp.,50342-37932-MD
Bed Bath & Beyond Inc.,84257-74603-HE
"Shutterstock, Inc.",19276-59590-FD
Faride,56530-11105-BE
EQT Corporation,21634-51282-OB
Urstadt Biddle Properties Inc.,26951-59763-NH
"Xenia Hotels & Resorts, Inc.",66723-89972-EN
"Portola Pharmaceuticals, Inc.",1505-6912-FI
"Evolving Systems, Inc.",51846-35730-HJ
TICC Capital Corp.,16973-56808-AG
Trongol,89165-99202-BA
"Hub Group, Inc.",69349-33739-DO
Clifton Bancorp Inc.,11992-15712-KH
"Kayne Anderson Energy Total Return Fund, Inc.",78132-15295-LI
Apollo Senior Floating Rate Fund Inc.,42807-12802-MO
Jerónimo,9917-47162-OD
Pure Cycle Corporation,80794-13960-DH
Independence Holding Company,33756-40666-MN
Ministro Hales,21219-6931-FG
First Trust Multi-Asset Diversified Income Index Fund,82953-7730-BB
Franke,74145-78709-AN
"Western New England Bancorp, Inc.",86635-60941-AN
AmerisourceBergen Corporation (Holding Co),47216-62279-DE
iShares 20+ Year Treasury Bond ETF,47734-47150-BF
HollyFrontier Corporation,19967-94224-MD
Isla Guarello,98958-52300-BO
"FSB Bancorp, Inc.",98691-77280-FA
"Pepsico, Inc.",39035-47201-KM
Quiborax,80778-29384-FM
Las Piedras,2947-93016-OM
"CatchMark Timber Trust, Inc.",72233-42330-GJ
"Dynex Capital, Inc.",19872-30559-FL
"Westbury Bancorp, Inc.",47203-6600-DI
Cabot Corporation,93426-69826-KH
DRDGOLD Limited,34940-67338-IB
Comcast Corporation,68508-65212-HI
"Vectrus, Inc.",42760-72836-BM
Pinatolca,79186-73708-KJ
RenaissanceRe Holdings Ltd.,55206-40555-BF
San Gerónimo,97105-27930-OK
"Western New England Bancorp, Inc.",60928-8433-MM
"Investors Bancorp, Inc.",66456-11724-EK
Radomiro Tomic,13543-77461-BH
"India Fund, Inc. (The)",61334-74252-DI
El Tofo,51698-61293-FM
"First Hawaiian, Inc.",39996-31215-LO
"Argos Therapeutics, Inc.",49959-90034-GO
CoreSite Realty Corporation,25999-69032-JO
SQM - Yumbes,12177-79609-LB
Urstadt Biddle Properties Inc.,85163-20707-DN
"Taiwan Fund, Inc. (The)",82990-84908-IJ
China Mobile (Hong Kong) Ltd.,54993-89786-AK
"Investors Bancorp, Inc.",81687-69515-LN
Franke,8928-74797-JN
Dos Amigos,5055-50452-KO
"Zynerba Pharmaceuticals, Inc.",20210-43274-MA
PureFunds ETFx HealthTech ETF,25246-76924-KH
Cerro Blanco,44128-73628-AJ
Carola,50662-20944-DJ
"H&R Block, Inc.",24081-40592-IN
Los Bronces,90707-96211-KB
"Investors Bancorp, Inc.",66699-12579-FM
Lenga,14094-96348-KL
Double Eagle Acquisition Corp.,40404-92665-KJ
Dynatronics Corporation,81478-50474-LA
